CustomerID,first_purchase_date,total_orders,total_revenue,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
13610,2011-06-05 13:44:00,7,1131.88,187,7,1131.88,3,5,4,354,Loyalists
13611,2011-09-11 14:51:00,3,1474.95,89,3,1474.95,4,3,4,434,Loyalists
13614,2011-09-11 14:05:00,4,1816.21,89,4,1816.21,4,4,4,444,Champions
13615,2011-01-25 08:21:00,1,835.38,319,1,835.38,1,1,3,113,Hibernating
13617,2011-06-12 12:55:00,3,544.18,180,3,544.18,3,3,2,332,Loyalists
13618,2011-06-19 11:09:00,1,177.34,174,1,177.34,3,1,1,311,Others
13621,2011-08-15 08:26:00,1,213.85,117,1,213.85,3,1,1,311,Others
13623,2011-04-03 11:11:00,5,903.78,251,5,903.78,2,4,3,243,Others
13626,2011-04-01 10:05:00,1,257.23,253,1,257.23,2,1,1,211,Hibernating
13627,2011-10-11 14:20:00,5,1949.66,59,5,1949.66,4,4,4,444,Champions
13629,2011-09-01 18:54:00,11,9217.36,99,11,9217.36,3,5,5,355,Loyalists
13630,2011-12-04 15:16:00,7,2031.78,5,7,2031.78,5,5,4,554,Champions
13631,2011-09-01 09:57:00,11,3070.42,100,11,3070.42,3,5,5,355,Loyalists
13632,2011-04-10 15:07:00,5,2121.27,243,5,2121.27,2,4,4,244,Others
13634,2011-11-06 13:40:00,5,1937.16,33,5,1937.16,5,4,4,544,Champions
13635,2011-10-03 10:55:00,1,1071.03,68,1,1071.03,4,1,4,414,Potential Loyalist
13636,2011-04-01 12:09:00,5,949.12,253,5,949.12,2,4,3,243,Others
13637,2011-06-05 13:24:00,3,810.5,187,3,810.5,3,3,3,333,Loyalists
13638,2011-11-24 10:38:00,1,122.64,16,1,122.64,5,1,1,511,Potential Loyalist
13639,2011-09-26 13:36:00,1,1033.34,74,1,1033.34,4,1,3,413,Potential Loyalist
13642,2011-05-08 12:34:00,1,354.8,216,1,354.8,2,1,2,212,Hibernating
13643,2011-09-02 10:42:00,3,519.44,99,3,519.44,3,3,2,332,Loyalists
13644,2011-11-23 14:07:00,4,2624.26,16,4,2624.26,5,4,5,545,Champions
13645,2011-08-11 16:11:00,1,252.1,120,1,252.1,3,1,1,311,Others
13647,2011-06-17 13:17:00,4,1678.12,175,4,1678.12,3,4,4,344,Loyalists
13649,2010-12-08 14:46:00,2,544.4,366,2,544.4,1,2,2,122,Hibernating
13650,2011-10-04 09:51:00,6,1836.34,67,6,1836.34,4,5,4,454,Champions
13651,2011-11-04 14:59:00,2,94.2,35,2,94.2,5,2,1,521,Potential Loyalist
13652,2010-12-06 09:21:00,3,1403.88,369,3,1403.88,1,3,4,134,Others
13654,2011-03-11 12:54:00,6,2707.33,273,6,2707.33,2,5,5,255,Others
13655,2011-04-12 09:53:00,2,932.97,242,2,932.97,2,2,3,223,Hibernating
13656,2011-01-06 15:42:00,2,542.35,337,2,542.35,1,2,2,122,Hibernating
13657,2011-05-22 12:35:00,2,382.14,202,2,382.14,2,2,2,222,Hibernating
13658,2011-09-15 13:20:00,5,2639.17,85,5,2639.17,4,4,5,445,Champions
13659,2011-05-18 12:37:00,2,2618.6,206,2,2618.6,2,2,5,225,Hibernating
13662,2011-05-11 13:23:00,3,897.76,212,3,897.76,2,3,3,233,Others
13663,2011-06-13 15:44:00,1,189.47,179,1,189.47,3,1,1,311,Others
13666,2011-10-10 15:39:00,3,84.65,60,3,84.65,4,3,1,431,Loyalists
13667,2011-07-13 15:42:00,1,305.02,149,1,305.02,3,1,2,312,Others
13668,2011-02-03 13:53:00,21,8112.67,309,21,8112.67,1,5,5,155,Others
13669,2011-07-13 11:44:00,2,218.55,150,2,218.55,3,2,1,321,Others
13670,2011-09-25 15:25:00,1,349.7,75,1,349.7,4,1,2,412,Potential Loyalist
13672,2011-01-11 13:54:00,2,372.78,332,2,372.78,1,2,2,122,Hibernating
13673,2011-11-07 15:40:00,2,396.92,32,2,396.92,5,2,2,522,Potential Loyalist
13675,2011-07-11 12:57:00,2,486.82,151,2,486.82,3,2,2,322,Others
13678,2011-07-11 10:14:00,1,232.6,152,1,232.6,3,1,1,311,Others
13680,2011-01-04 14:12:00,4,6114.01,339,4,6114.01,1,4,5,145,Others
13681,2011-10-02 11:41:00,4,827.83,69,4,827.83,4,4,3,443,Loyalists
13682,2011-06-05 14:06:00,1,59.5,187,1,59.5,3,1,1,311,Others
13684,2011-02-27 10:13:00,1,67.23,286,1,67.23,1,1,1,111,Hibernating
13685,2011-12-05 14:23:00,7,3119.44,4,7,3119.44,5,5,5,555,Champions
13686,2011-06-10 09:10:00,1,72.0,183,1,72.0,3,1,1,311,Others
13689,2011-10-07 13:21:00,1,910.0,63,1,910.0,4,1,3,413,Potential Loyalist
13690,2011-10-11 15:03:00,1,172.25,59,1,172.25,4,1,1,411,Potential Loyalist
13692,2011-05-10 10:11:00,3,1488.32,214,3,1488.32,2,3,4,234,Others
13694,2011-04-01 09:19:00,50,73138.44,253,50,73138.44,2,5,5,255,Others
13695,2011-09-02 14:09:00,15,2504.13,98,15,2504.13,4,5,5,455,Champions
13697,2011-11-01 09:14:00,1,151.3,39,1,151.3,4,1,1,411,Potential Loyalist
13699,2011-07-07 16:51:00,1,308.58,155,1,308.58,3,1,2,312,Others
13700,2011-09-08 11:53:00,10,2421.13,93,10,2421.13,4,5,5,455,Champions
13703,2011-01-25 13:10:00,1,199.0,318,1,199.0,1,1,1,111,Hibernating
13704,2011-12-04 15:13:00,9,2308.06,5,9,2308.06,5,5,4,554,Champions
13705,2010-12-01 10:29:00,3,1030.0,374,3,1030.0,1,3,3,133,Others
13706,2011-02-10 09:21:00,1,661.58,303,1,661.58,1,1,3,113,Hibernating
13707,2011-03-17 18:03:00,2,1389.82,267,2,1389.82,2,2,4,224,Hibernating
13708,2011-03-13 13:46:00,1,296.88,271,1,296.88,2,1,2,212,Hibernating
13709,2011-11-03 11:29:00,13,6802.75,37,13,6802.75,5,5,5,555,Champions
13710,2011-11-08 08:16:00,1,180.48,32,1,180.48,5,1,1,511,Potential Loyalist
13711,2011-05-05 10:29:00,2,252.06,219,2,252.06,2,2,1,221,Hibernating
13712,2011-04-07 12:33:00,1,228.84,247,1,228.84,2,1,1,211,Hibernating
13715,2010-12-02 08:52:00,5,2021.19,373,5,2021.19,1,4,4,144,Others
13716,2011-03-15 13:49:00,1,138.28,269,1,138.28,2,1,1,211,Hibernating
13717,2011-08-03 08:21:00,6,1743.06,129,6,1743.06,3,5,4,354,Loyalists
13718,2011-04-07 13:24:00,2,420.6,246,2,420.6,2,2,2,222,Hibernating
13719,2011-11-06 15:02:00,5,1041.68,33,5,1041.68,5,4,3,543,Loyalists
13720,2011-06-14 14:06:00,4,799.9,178,4,799.9,3,4,3,343,Loyalists
13721,2011-11-03 14:05:00,1,524.14,36,1,524.14,5,1,2,512,Potential Loyalist
13722,2011-03-02 11:43:00,3,2375.41,283,3,2375.41,2,3,5,235,Others
13723,2011-05-06 17:04:00,1,199.85,217,1,199.85,2,1,1,211,Hibernating
13725,2011-02-04 12:18:00,8,3285.19,309,8,3285.19,1,5,5,155,Others
13726,2011-11-01 10:49:00,2,1079.66,39,2,1079.66,4,2,4,424,Potential Loyalist
13727,2011-11-06 12:16:00,2,333.48,34,2,333.48,5,2,2,522,Potential Loyalist
13728,2011-02-02 12:09:00,6,1174.72,311,6,1174.72,1,5,4,154,Others
13730,2011-07-01 12:47:00,2,752.6,162,2,752.6,3,2,3,323,Others
13731,2011-05-04 14:33:00,2,610.59,219,2,610.59,2,2,3,223,Hibernating
13732,2011-11-11 15:49:00,1,491.86,28,1,491.86,5,1,2,512,Potential Loyalist
13735,2011-11-15 11:14:00,4,2885.24,25,4,2885.24,5,4,5,545,Champions
13736,2011-12-04 15:19:00,2,731.9,5,2,731.9,5,2,3,523,Potential Loyalist
13737,2011-05-23 16:32:00,1,339.6,200,1,339.6,2,1,2,212,Hibernating
13739,2011-11-21 13:35:00,1,216.9,18,1,216.9,5,1,1,511,Potential Loyalist
13740,2011-04-13 10:32:00,1,350.75,241,1,350.75,2,1,2,212,Hibernating
13741,2011-05-06 13:43:00,3,668.43,217,3,668.43,2,3,3,233,Others
13742,2011-06-05 13:46:00,12,4126.3,187,12,4126.3,3,5,5,355,Loyalists
13743,2011-05-06 14:32:00,7,1341.6,217,7,1341.6,2,5,4,254,Others
13744,2011-09-05 15:19:00,2,2049.52,95,2,2049.52,4,2,4,424,Potential Loyalist
13745,2011-06-30 16:43:00,1,300.04,162,1,300.04,3,1,2,312,Others
13747,2010-12-01 10:37:00,1,159.2,374,1,159.2,1,1,1,111,Hibernating
13748,2010-12-01 09:00:00,5,1152.25,374,5,1152.25,1,4,4,144,Others
13750,2011-01-07 11:49:00,5,2336.06,337,5,2336.06,1,4,4,144,Others
13751,2011-02-24 15:56:00,1,296.25,288,1,296.25,1,1,2,112,Hibernating
13752,2011-04-07 12:04:00,6,1186.28,247,6,1186.28,2,5,4,254,Others
13753,2011-02-25 12:48:00,1,741.26,288,1,741.26,1,1,3,113,Hibernating
13754,2011-07-11 11:51:00,2,438.6,152,2,438.6,3,2,2,322,Others
13755,2011-11-01 14:03:00,9,2161.35,38,9,2161.35,5,5,4,554,Champions
13756,2011-08-02 17:04:00,14,6193.92,129,14,6193.92,3,5,5,355,Loyalists
13758,2011-04-01 09:21:00,7,4331.8,253,7,4331.8,2,5,5,255,Others
13759,2011-11-06 14:47:00,2,659.41,33,2,659.41,5,2,3,523,Potential Loyalist
13760,2011-10-16 16:13:00,2,286.79,54,2,286.79,4,2,1,421,Potential Loyalist
13761,2011-06-13 08:43:00,2,1070.65,180,2,1070.65,3,2,4,324,Others
13762,2011-05-05 09:15:00,1,306.72,219,1,306.72,2,1,2,212,Hibernating
13763,2011-10-07 15:13:00,1,1714.96,63,1,1714.96,4,1,4,414,Potential Loyalist
13764,2011-01-06 14:53:00,3,2021.65,337,3,2021.65,1,3,4,134,Others
13767,2011-04-01 16:18:00,37,20608.41,252,37,20608.41,2,5,5,255,Others
13769,2011-11-02 13:37:00,10,3422.83,37,10,3422.83,5,5,5,555,Champions
13771,2011-04-06 15:47:00,4,2634.45,247,4,2634.45,2,4,5,245,Others
13772,2011-09-04 11:22:00,3,1132.13,97,3,1132.13,4,3,4,434,Loyalists
13774,2011-09-19 12:06:00,1,345.0,82,1,345.0,4,1,2,412,Potential Loyalist
13777,2010-12-01 16:01:00,33,33861.28,373,33,33861.28,1,5,5,155,Others
13778,2011-08-28 15:25:00,1,178.7,103,1,178.7,3,1,1,311,Others
13780,2011-12-02 13:49:00,2,360.01,7,2,360.01,5,2,2,522,Potential Loyalist
13781,2011-04-03 12:08:00,1,127.84,251,1,127.84,2,1,1,211,Hibernating
13782,2011-10-02 12:11:00,6,1103.94,69,6,1103.94,4,5,4,454,Champions
13784,2011-02-01 13:28:00,11,2792.43,311,11,2792.43,1,5,5,155,Others
13786,2010-12-07 13:53:00,1,460.8,367,1,460.8,1,1,2,112,Hibernating
13787,2010-12-10 14:45:00,2,415.44,364,2,415.44,1,2,2,122,Hibernating
13790,2011-12-05 15:48:00,1,348.8,4,1,348.8,5,1,2,512,Potential Loyalist
13791,2011-08-04 11:44:00,2,1516.0,128,2,1516.0,3,2,4,324,Others
13792,2011-10-04 14:31:00,2,195.55,66,2,195.55,4,2,1,421,Potential Loyalist
13798,2011-08-02 15:42:00,57,47622.53,129,57,47622.53,3,5,5,355,Loyalists
13799,2011-08-15 12:07:00,2,1030.56,117,2,1030.56,3,2,3,323,Others
13800,2011-02-03 12:27:00,1,1116.64,310,1,1116.64,1,1,4,114,Hibernating
13801,2011-10-04 10:15:00,1,324.8,67,1,324.8,4,1,2,412,Potential Loyalist
13802,2011-02-01 12:03:00,3,5569.16,312,3,5569.16,1,3,5,135,Others
13803,2011-03-29 12:57:00,1,277.07,255,1,277.07,2,1,1,211,Hibernating
13804,2011-09-04 10:59:00,7,2635.79,97,7,2635.79,4,5,5,455,Champions
13805,2011-08-02 15:29:00,2,924.6,129,2,924.6,3,2,3,323,Others
13806,2011-10-07 11:43:00,1,256.38,64,1,256.38,4,1,1,411,Potential Loyalist
13807,2010-12-07 15:48:00,1,225.2,367,1,225.2,1,1,1,111,Hibernating
13808,2011-09-04 12:07:00,5,1747.66,97,5,1747.66,4,4,4,444,Champions
13809,2011-02-07 13:15:00,1,310.1,305,1,310.1,1,1,2,112,Hibernating
13810,2011-11-11 08:33:00,3,1499.01,29,3,1499.01,5,3,4,534,Loyalists
13811,2011-06-09 09:54:00,3,814.5,184,3,814.5,3,3,3,333,Loyalists
13812,2011-10-06 14:37:00,3,539.0,64,3,539.0,4,3,2,432,Loyalists
13813,2011-09-11 13:38:00,4,1366.86,89,4,1366.86,4,4,4,444,Champions
13814,2011-09-08 13:48:00,2,1579.12,92,2,1579.12,4,2,4,424,Potential Loyalist
13815,2011-11-16 13:54:00,4,5039.37,23,4,5039.37,5,4,5,545,Champions
13816,2011-10-06 14:37:00,2,571.67,64,2,571.67,4,2,3,423,Potential Loyalist
13817,2011-11-10 17:49:00,2,511.68,29,2,511.68,5,2,2,522,Potential Loyalist
13819,2011-02-03 14:01:00,3,2280.7,309,3,2280.7,1,3,4,134,Others
13821,2011-07-18 09:49:00,2,385.64,145,2,385.64,3,2,2,322,Others
13822,2011-12-04 12:13:00,2,632.0,6,2,632.0,5,2,3,523,Potential Loyalist
13823,2011-09-09 10:42:00,2,957.66,92,2,957.66,4,2,3,423,Potential Loyalist
13824,2011-02-02 13:07:00,5,2141.82,310,5,2141.82,1,4,4,144,Others
13826,2011-06-16 13:48:00,1,189.5,176,1,189.5,3,1,1,311,Others
13827,2011-10-13 12:38:00,3,412.05,58,3,412.05,4,3,2,432,Loyalists
13828,2011-11-17 16:02:00,1,209.49,22,1,209.49,5,1,1,511,Potential Loyalist
13831,2011-05-05 08:33:00,6,2610.99,219,6,2610.99,2,5,5,255,Others
13832,2011-11-20 15:36:00,1,52.2,19,1,52.2,5,1,1,511,Potential Loyalist
13833,2011-07-03 13:27:00,1,384.8,159,1,384.8,3,1,2,312,Others
13835,2011-07-07 15:16:00,4,834.57,155,4,834.57,3,4,3,343,Loyalists
13837,2011-05-12 12:10:00,2,384.94,212,2,384.94,2,2,2,222,Hibernating
13838,2011-12-04 11:00:00,4,929.84,6,4,929.84,5,4,3,543,Loyalists
13841,2011-04-01 12:10:00,1,85.0,253,1,85.0,2,1,1,211,Hibernating
13842,2011-02-03 13:31:00,9,4293.15,309,9,4293.15,1,5,5,155,Others
13844,2011-11-28 13:21:00,1,361.62,11,1,361.62,5,1,2,512,Potential Loyalist
13845,2011-10-06 08:25:00,1,312.98,65,1,312.98,4,1,2,412,Potential Loyalist
13846,2011-04-11 15:03:00,3,1276.46,242,3,1276.46,2,3,4,234,Others
13848,2011-09-08 12:58:00,3,2190.0,92,3,2190.0,4,3,4,434,Loyalists
13849,2011-10-19 10:59:00,2,1537.95,52,2,1537.95,4,2,4,424,Potential Loyalist
13850,2011-08-02 14:04:00,1,1595.48,129,1,1595.48,3,1,4,314,Others
13851,2011-08-03 14:07:00,3,2651.46,128,3,2651.46,3,3,5,335,Loyalists
13853,2011-10-13 14:18:00,1,1090.14,57,1,1090.14,4,1,4,414,Potential Loyalist
13854,2011-02-01 15:15:00,25,9993.26,311,25,9993.26,1,5,5,155,Others
13856,2011-06-09 08:45:00,3,388.5,184,3,388.5,3,3,2,332,Loyalists
13858,2011-10-13 16:17:00,1,216.17,57,1,216.17,4,1,1,411,Potential Loyalist
13859,2011-01-17 16:14:00,1,402.32,326,1,402.32,1,1,2,112,Hibernating
13860,2011-12-08 12:57:00,5,1245.9,1,5,1245.9,5,4,4,544,Champions
13862,2011-06-05 14:18:00,8,2634.46,187,8,2634.46,3,5,5,355,Loyalists
13863,2011-04-06 10:20:00,1,305.78,248,1,305.78,2,1,2,212,Hibernating
13865,2011-06-06 08:04:00,4,501.56,187,4,501.56,3,4,2,342,Loyalists
13866,2011-09-26 14:54:00,1,145.67,74,1,145.67,4,1,1,411,Potential Loyalist
13867,2011-05-05 17:28:00,3,1015.29,218,3,1015.29,2,3,3,233,Others
13868,2011-11-01 12:45:00,2,3192.54,39,2,3192.54,4,2,5,425,Potential Loyalist
13869,2011-08-08 13:53:00,4,4002.76,123,4,4002.76,3,4,5,345,Loyalists
13870,2011-12-07 13:23:00,8,2770.94,2,8,2770.94,5,5,5,555,Champions
13871,2011-02-04 09:30:00,13,6859.3,309,13,6859.3,1,5,5,155,Others
13873,2011-02-03 09:37:00,3,511.05,310,3,511.05,1,3,2,132,Others
13874,2010-12-16 18:20:00,1,1080.9,358,1,1080.9,1,1,4,114,Hibernating
13875,2011-06-08 16:34:00,5,2127.44,184,5,2127.44,3,4,4,344,Loyalists
13876,2011-10-07 10:22:00,1,122.7,64,1,122.7,4,1,1,411,Potential Loyalist
13877,2011-09-14 15:49:00,1,117.24,86,1,117.24,4,1,1,411,Potential Loyalist
13878,2011-10-16 12:19:00,1,1281.53,55,1,1281.53,4,1,4,414,Potential Loyalist
13880,2011-03-01 08:49:00,13,3527.77,284,13,3527.77,1,5,5,155,Others
13881,2011-02-01 10:14:00,20,18184.86,312,20,18184.86,1,5,5,155,Others
13882,2011-10-06 15:28:00,5,1191.13,64,5,1191.13,4,4,4,444,Champions
13883,2011-05-05 12:37:00,5,2674.48,219,5,2674.48,2,4,5,245,Others
13884,2011-03-01 13:40:00,5,787.6,283,5,787.6,2,4,3,243,Others
13885,2011-06-03 15:07:00,2,506.8,189,2,506.8,3,2,2,322,Others
13886,2011-09-29 13:17:00,1,243.56,71,1,243.56,4,1,1,411,Potential Loyalist
13887,2011-05-19 17:22:00,1,349.55,204,1,349.55,2,1,2,212,Hibernating
13888,2011-05-05 14:41:00,2,605.63,218,2,605.63,2,2,3,223,Hibernating
13889,2011-09-08 09:13:00,1,416.9,93,1,416.9,4,1,2,412,Potential Loyalist
13890,2011-12-01 12:11:00,10,2074.16,9,10,2074.16,5,5,4,554,Champions
13892,2011-10-06 16:25:00,4,632.97,64,4,632.97,4,4,3,443,Loyalists
13893,2011-02-15 11:30:00,1,1642.2,298,1,1642.2,1,1,4,114,Hibernating
13894,2011-02-02 12:54:00,3,725.47,310,3,725.47,1,3,3,133,Others
13895,2011-10-04 11:33:00,4,2593.07,67,4,2593.07,4,4,5,445,Champions
13897,2011-10-20 14:30:00,1,311.16,50,1,311.16,4,1,2,412,Potential Loyalist
13898,2011-01-18 10:28:00,1,311.86,326,1,311.86,1,1,2,112,Hibernating
13899,2011-03-10 09:30:00,2,388.52,275,2,388.52,2,2,2,222,Hibernating
13900,2011-06-09 19:26:00,3,740.95,183,3,740.95,3,3,3,333,Loyalists
13901,2011-07-04 12:25:00,5,3081.6,159,5,3081.6,3,4,5,345,Loyalists
13904,2011-11-02 13:41:00,2,533.76,37,2,533.76,5,2,2,522,Potential Loyalist
13908,2011-08-05 11:46:00,4,2369.55,127,4,2369.55,3,4,5,345,Loyalists
13911,2011-02-04 14:46:00,9,3140.18,308,9,3140.18,1,5,5,155,Others
13914,2011-11-03 16:28:00,2,626.45,36,2,626.45,5,2,3,523,Potential Loyalist
13917,2011-06-01 12:46:00,2,272.04,192,2,272.04,3,2,1,321,Others
13918,2011-10-21 12:25:00,2,1212.84,50,2,1212.84,4,2,4,424,Potential Loyalist
13919,2011-08-10 10:15:00,2,384.81,122,2,384.81,3,2,2,322,Others
13922,2010-12-23 10:38:00,1,344.5,352,1,344.5,1,1,2,112,Hibernating
13923,2011-10-17 12:33:00,1,351.13,54,1,351.13,4,1,2,412,Potential Loyalist
13924,2011-11-08 09:47:00,6,1838.85,32,6,1838.85,5,5,4,554,Champions
13925,2011-09-08 12:47:00,4,678.25,93,4,678.25,4,4,3,443,Loyalists
13926,2011-11-16 13:16:00,1,223.85,23,1,223.85,5,1,1,511,Potential Loyalist
13927,2011-09-26 12:00:00,1,348.99,75,1,348.99,4,1,2,412,Potential Loyalist
13928,2011-11-08 14:49:00,4,464.57,31,4,464.57,5,4,2,542,Loyalists
13929,2011-01-17 15:11:00,2,1255.5,326,2,1255.5,1,2,4,124,Hibernating
13930,2011-10-13 09:45:00,2,337.34,58,2,337.34,4,2,2,422,Potential Loyalist
13931,2011-03-04 08:43:00,2,1237.53,281,2,1237.53,2,2,4,224,Hibernating
13932,2011-02-18 12:02:00,1,614.8,295,1,614.8,1,1,3,113,Hibernating
13933,2011-07-14 13:35:00,2,608.79,148,2,608.79,3,2,3,323,Others
13934,2011-03-21 08:39:00,1,922.1,264,1,922.1,2,1,3,213,Hibernating
13936,2011-06-13 08:47:00,1,376.58,180,1,376.58,3,1,2,312,Others
13937,2011-06-23 16:35:00,1,158.85,169,1,158.85,3,1,1,311,Others
13938,2011-11-04 14:37:00,1,71.66,35,1,71.66,5,1,1,511,Potential Loyalist
13939,2011-02-01 11:30:00,3,753.05,312,3,753.05,1,3,3,133,Others
13940,2011-10-06 16:15:00,4,839.14,64,4,839.14,4,4,3,443,Loyalists
13941,2010-12-02 10:17:00,5,7231.92,373,5,7231.92,1,4,5,145,Others
13946,2011-03-17 10:02:00,3,561.57,268,3,561.57,2,3,2,232,Others
13947,2011-10-05 14:42:00,1,90.6,65,1,90.6,4,1,1,411,Potential Loyalist
13948,2010-12-14 10:18:00,1,204.0,361,1,204.0,1,1,1,111,Hibernating
13949,2011-10-05 11:25:00,6,2427.32,66,6,2427.32,4,5,5,455,Champions
13950,2011-04-07 11:29:00,4,745.06,247,4,745.06,2,4,3,243,Others
13951,2011-06-16 16:43:00,3,887.01,176,3,887.01,3,3,3,333,Loyalists
13952,2011-05-06 09:00:00,2,3251.07,218,2,3251.07,2,2,5,225,Hibernating
13953,2011-12-02 16:04:00,7,4015.68,7,7,4015.68,5,5,5,555,Champions
13954,2011-12-08 12:50:00,2,439.92,2,2,439.92,5,3,2,532,Loyalists
13955,2011-02-07 12:24:00,2,528.06,306,2,528.06,1,3,2,132,Others
13956,2011-12-04 13:20:00,5,1026.42,5,5,1026.42,5,4,3,543,Loyalists
13959,2011-03-03 18:16:00,3,812.94,281,3,812.94,2,3,3,233,Others
13960,2011-11-18 15:27:00,2,230.22,21,2,230.22,5,3,1,531,Loyalists
13962,2011-04-08 11:21:00,2,169.55,246,2,169.55,2,3,1,231,Others
13963,2011-01-04 11:48:00,4,1329.08,340,4,1329.08,1,4,4,144,Others
13967,2011-07-17 12:02:00,1,80.7,146,1,80.7,3,1,1,311,Others
13969,2011-11-01 15:34:00,18,9716.77,38,18,9716.77,5,5,5,555,Champions
13971,2011-05-09 12:42:00,8,2758.26,215,8,2758.26,2,5,5,255,Others
13972,2011-05-22 11:34:00,2,190.25,202,2,190.25,2,3,1,231,Others
13973,2011-02-25 15:21:00,1,264.7,287,1,264.7,1,1,1,111,Hibernating
13974,2011-10-21 14:41:00,1,413.59,49,1,413.59,4,1,2,412,Potential Loyalist
13975,2011-08-03 13:39:00,6,2526.28,128,6,2526.28,3,5,5,355,Loyalists
13976,2011-05-17 09:13:00,1,357.98,207,1,357.98,2,1,2,212,Hibernating
13978,2011-10-25 15:04:00,2,196.79,45,2,196.79,4,3,1,431,Loyalists
13979,2011-09-27 13:32:00,1,869.87,73,1,869.87,4,1,3,413,Potential Loyalist
13980,2011-10-10 13:34:00,1,200.14,60,1,200.14,4,1,1,411,Potential Loyalist
13982,2010-12-09 13:57:00,4,2775.61,365,4,2775.61,1,4,5,145,Others
13983,2011-06-05 16:02:00,12,3553.37,187,12,3553.37,3,5,5,355,Loyalists
13984,2011-04-04 11:01:00,5,1205.26,250,5,1205.26,2,4,4,244,Others
13985,2011-08-04 12:05:00,15,7060.13,128,15,7060.13,3,5,5,355,Loyalists
13986,2011-11-22 15:00:00,1,320.46,17,1,320.46,5,1,2,512,Potential Loyalist
13988,2011-11-20 10:15:00,6,4147.96,20,6,4147.96,5,5,5,555,Champions
13989,2011-10-05 09:47:00,2,1266.08,66,2,1266.08,4,3,4,434,Loyalists
13990,2011-05-10 15:19:00,1,311.3,213,1,311.3,2,1,2,212,Hibernating
13991,2011-10-18 13:19:00,6,855.97,52,6,855.97,4,5,3,453,Loyalists
13992,2011-11-09 15:23:00,1,76.8,30,1,76.8,5,1,1,511,Potential Loyalist
13993,2011-10-06 18:45:00,9,3789.51,64,9,3789.51,4,5,5,455,Champions
13994,2011-10-03 15:28:00,6,2313.14,67,6,2313.14,4,5,4,454,Champions
13995,2011-04-08 08:20:00,5,1393.69,246,5,1393.69,2,4,4,244,Others
13999,2011-09-05 11:19:00,12,4511.51,96,12,4511.51,4,5,5,455,Champions
14000,2011-05-12 16:50:00,1,635.66,211,1,635.66,2,1,3,213,Hibernating
14001,2010-12-01 12:58:00,3,2344.32,373,3,2344.32,1,3,4,134,Others
14002,2011-07-06 14:59:00,2,529.73,156,2,529.73,3,3,2,332,Loyalists
14004,2011-09-02 13:50:00,7,4582.64,98,7,4582.64,4,5,5,455,Champions
14005,2011-05-08 10:33:00,5,2874.72,216,5,2874.72,2,4,5,245,Others
14006,2011-04-12 16:17:00,3,1266.63,241,3,1266.63,2,3,4,234,Others
14009,2011-05-18 13:00:00,2,695.61,205,2,695.61,2,3,3,233,Others
14012,2011-03-07 12:26:00,1,328.8,278,1,328.8,2,1,2,212,Hibernating
14013,2011-03-09 08:59:00,3,473.02,276,3,473.02,2,3,2,232,Others
14014,2011-09-23 13:18:00,1,505.18,77,1,505.18,4,1,2,412,Potential Loyalist
14015,2011-10-18 10:02:00,1,917.34,53,1,917.34,4,1,3,413,Potential Loyalist
14016,2011-07-01 11:29:00,4,5094.95,162,4,5094.95,3,4,5,345,Loyalists
14019,2011-09-02 12:51:00,3,1421.61,98,3,1421.61,4,3,4,434,Loyalists
14020,2011-09-12 15:32:00,2,642.8,88,2,642.8,4,3,3,433,Loyalists
14021,2011-07-07 15:46:00,3,631.9,155,3,631.9,3,3,3,333,Loyalists
14022,2011-04-28 14:39:00,1,440.0,225,1,440.0,2,1,2,212,Hibernating
14023,2011-12-02 13:58:00,2,584.07,7,2,584.07,5,3,3,533,Loyalists
14024,2011-08-07 13:31:00,2,327.7,124,2,327.7,3,3,2,332,Loyalists
14027,2011-10-10 09:01:00,1,104.82,61,1,104.82,4,1,1,411,Potential Loyalist
14029,2011-10-07 14:46:00,2,467.66,63,2,467.66,4,3,2,432,Loyalists
14030,2011-02-07 16:21:00,8,3343.82,305,8,3343.82,1,5,5,155,Others
14031,2010-12-02 16:34:00,19,21281.32,372,19,21281.32,1,5,5,155,Others
14032,2011-11-02 09:22:00,11,3595.01,38,11,3595.01,5,5,5,555,Champions
14034,2011-07-05 13:06:00,3,651.82,157,3,651.82,3,3,3,333,Loyalists
14035,2011-11-11 10:03:00,5,1729.62,29,5,1729.62,5,4,4,544,Champions
14036,2011-02-28 09:26:00,1,626.65,285,1,626.65,1,1,3,113,Hibernating
14037,2010-12-10 11:39:00,2,259.0,365,2,259.0,1,3,1,131,Others
14038,2011-05-16 14:05:00,3,1560.38,207,3,1560.38,2,3,4,234,Others
14039,2011-11-06 13:48:00,1,152.2,33,1,152.2,5,1,1,511,Potential Loyalist
14040,2011-09-06 14:29:00,12,4528.97,94,12,4528.97,4,5,5,455,Champions
14041,2011-03-18 13:25:00,1,141.41,266,1,141.41,2,1,1,211,Hibernating
14044,2011-02-03 11:39:00,4,826.56,310,4,826.56,1,4,3,143,Others
14045,2010-12-01 11:32:00,4,2911.5,374,4,2911.5,1,4,5,145,Others
14046,2011-02-28 14:48:00,1,154.99,284,1,154.99,1,1,1,111,Hibernating
14047,2011-12-01 11:43:00,5,1604.83,9,5,1604.83,5,4,4,544,Champions
14048,2011-02-07 14:53:00,1,819.86,305,1,819.86,1,1,3,113,Hibernating
